"SourceFile","identifiant","type_formation","filiere","date_diplome"
"2","1,78234E+15","Sous contrat d apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2018
"2","1,78914E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,78875E+15","Sous contrat d apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2016
"2","1,79384E+15","Sous contrat d apprentissage","Systèmes Embarqués (SE - apprentissage)",2018
"2","1,79849E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,78246E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017
"2","1,79849E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017
"2","1,85852E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018
"2","1,76901E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018
"2","1,78869E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,97598E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018
"2","1,79876E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,79849E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017
"2","1,77617E+15","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2018
"2","1,79404E+15","Sous contrat d apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2016
"2","1,9224E+15","Sous contrat d apprentissage","Génie Biologique et Agroalimentaires (GBA)",2018
"2","1,79378E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018
"2","1,91972E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,7831E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,87527E+15","Sous contrat de professionalisation","Informatique et Gestion (IG)",2018
"2","1,87602E+15","Sous contrat d apprentissage","Informatique et Gestion (IG)",2017
"2","1,7831E+15","Sous contrat d apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2016
"2","1,79404E+15","Sous contrat d apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2018
"2","1,86783E+15","Sous contrat d apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2016
"2","1,78908E+15","Sous contrat d apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2016
"2","1,78252E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,7833E+15","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2016
"2","1,79468E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2017
"2","1,88287E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017
"2","1,77691E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017
"2","1,78316E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018
"2","1,78864E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018
"2","1,78931E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018
"2","1,78233E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018
"2","1,78292E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018
"2","1,907E+15","Sous contrat d apprentissage","Microélectronique Et Automatique (MEA)",2017
"2","1,88355E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,78852E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017
"2","2,09379E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,8767E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018
"2","1,79876E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018
"2","1,7892E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,79924E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,78852E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016
"2","1,76855E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,7831E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018
"2","1,78914E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018
"2","1,80285E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017
"2","1,88292E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,7833E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,79849E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017
"2","1,79876E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2018
"2","1,79399E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2017
"2","1,7831E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018
"2","1,88242E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,79448E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017
"2","1,89384E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2018
"2","1,78853E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2017
"2","1,88875E+15","Sous contrat d apprentissage","Eau et Génie Civil (EGC - apprentissage)",2016
"2","1,88974E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017
"2","1,78292E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,78292E+15","Sous contrat d apprentissage","Systèmes Embarqués (SE - apprentissage)",2016
"2","1,79399E+15","Sous contrat d apprentissage","Eau et Génie Civil (EGC - apprentissage)",2018
"2","1,78857E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2018
"2","1,78846E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,78841E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018
"2","1,78908E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018
"2","1,78903E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,89849E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017
"2","1,78355E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018
"2","1,78958E+15","Sous contrat d apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2017
"2","1,78234E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,78305E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,78875E+15","Sous contrat d apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2017
"2","1,7831E+15","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2018
"2","1,78852E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,76845E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,7831E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,78846E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2018
"2","1,7831E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018
"2","1,78874E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,77662E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,79924E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,78908E+15","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2017
"2","1,78233E+15","Sous contrat de professionalisation","Informatique et Gestion (IG)",2016
"2","1,76719E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2018
"2","1,78355E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,75852E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2017
"2","1,78846E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,76837E+15","Sous contrat d apprentissage","Systèmes Embarqués (SE - apprentissage)",2017
"2","1,77617E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,81705E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2017
"2","1,77595E+15","Sous contrat de professionalisation","Informatique et Gestion (IG)",2016
"2","1,78355E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017
"2","1,88304E+15","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2017
"2","1,79383E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016
"2","1,7831E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017
"2","1,78349E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2018
"2","1,88286E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2018
"2","1,78348E+15","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2017
"2","1,78902E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2018
"2","1,7892E+15","Sous contrat de professionalisation","Microélectronique Et Automatique (MEA)",2016
"2","1,88892E+15","Sous contrat de professionalisation","Matériaux (MAT)",2018
"2","1,78234E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016
"2","1,7761E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018
"2","1,79379E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2018
"2","1,78233E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017
"2","1,78846E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017
"2","1,78841E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,78975E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017
"2","1,78265E+15","Sous contrat d apprentissage","Eau et Génie Civil (EGC - apprentissage)",2016
"2","1,79876E+15","Sous contrat d apprentissage","Systèmes Embarqués (SE - apprentissage)",2018
"2","1,86845E+15","Sous contrat d apprentissage","Systèmes Embarqués (SE - apprentissage)",2018
"2","1,78292E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016
"2","1,98242E+15","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2016
"2","1,79384E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018
"2","1,88292E+15","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2016
"2","1,8833E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2016
"2","1,76773E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2018
"2","1,76719E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2018
"2","1,78925E+15","Sous contrat de professionalisation","Sciences et Technologies de l Eau (STE)",2017
"2","1,88292E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018
"2","1,78355E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,88908E+15","Sous contrat d apprentissage","Systèmes Embarqués (SE - apprentissage)",2018
"2","1,77707E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018
"2","1,74293E+15","Sous contrat de professionalisation","Microélectronique Et Automatique (MEA)",2017
"2","1,87655E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018
"2","1,87707E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017
"2","1,77572E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,78875E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2017
"2","1,79398E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017
"2","1,81027E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017
"2","1,87595E+15","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2017
"2","1,78914E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,79478E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2017
"2","1,79378E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2017
"2","1,85753E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2018
"2","1,92216E+15","Sous contrat d apprentissage","Matériaux (MAT)",2017
"2","1,76845E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017
"2","1,86832E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2018
"2","1,78841E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,7831E+15","Sous contrat de professionalisation","Informatique et Gestion (IG)",2016
"2","1,78869E+15","Sous contrat d apprentissage","Systèmes Embarqués (SE - apprentissage)",2017
"2","1,78292E+15","Sous contrat d apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2018
"2","1,78292E+15","Sous contrat d apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2017
"2","1,86832E+15","Sous contrat d apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2018
"2","1,78266E+15","Sous contrat d apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2017
"2","1,77602E+15","Sous contrat d apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2017
"2","1,78931E+15","Sous contrat d apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2018
"2","1,78233E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017
"2","1,78259E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016
"2","1,87617E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017
"2","1,87526E+15","Sous contrat d apprentissage","Génie Biologique et Agroalimentaires (GBA)",2017
"2","1,76682E+15","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2018
"2","1,04139E+14","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016
"2","1,78298E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017
"2","1,7831E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016
"2","1,77564E+15","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2017
"2","1,78387E+15","Sous contrat d apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2018
"2","1,7892E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016
"2","1,78304E+15","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2017
"2","1,77596E+15","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2018
"2","1,78234E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017
"2","1,7892E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017
"2","1,88864E+15","Sous contrat de professionalisation","Matériaux (MAT)",2016
"2","1,78874E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,79433E+15","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2018
"2","1,78975E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016
"2","1,78271E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,88905E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2018
"2","1,7831E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,78869E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,79403E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,78317E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,87609E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016
"2","1,7831E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017
"2","1,76791E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017
"2","1,76837E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2017
"2","1,79849E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016
"2","1,76719E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,77534E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018
"2","1,78355E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2018
"2","1,8761E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017
"2","1,77549E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,79464E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,78234E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2018
"2","1,77526E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018
"2","1,79379E+15","Sous contrat d apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2017
"2","1,89102E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017
"2","1,75762E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,79434E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017
"2","1,81687E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2018
"2","1,76846E+15","Sous contrat de professionalisation","Informatique et Gestion (IG)",2017
"2","1,78847E+15","Sous contrat d apprentissage","Matériaux (MAT)",2017
"2","1,78292E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017
"2","1,78271E+15","Sous contrat de professionalisation","Informatique et Gestion (IG)",2017
"2","1,77609E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2017
"2","1,76764E+15","Sous contrat d apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2017
"2","1,79374E+15","Sous contrat de professionalisation","Sciences et Technologies de l Eau (STE)",2016
"2","1,88914E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,7576E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018
"2","1,78852E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017
"2","1,86764E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018
"2","1,76855E+15","Sous contrat de professionalisation","Informatique et Gestion (IG)",2018
"2","1,79419E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017
"2","1,76837E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,7833E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,77714E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017
"2","1,78259E+15","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2016
"2","1,87596E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,79384E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,7831E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,78858E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017
"2","1,79404E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017
"2","1,77654E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018
"2","1,78252E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,80666E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2018
"2","1,78852E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,77526E+15","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2016
"2","1,78869E+15","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2018
"2","1,78846E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018
"2","1,78305E+15","Sous contrat de professionalisation","Informatique et Gestion (IG)",2016
"2","1,89849E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,86765E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,77526E+15","Sous contrat de professionalisation","Mécanique et Interactions (MI)",2017
"2","1,86832E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,79464E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018
"2","1,77707E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,8104E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017
"2","1,76837E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017
"2","1,79478E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,79876E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,7831E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,79374E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017
"2","1,77617E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017
"2","1,88265E+15","Sous contrat de professionalisation","Matériaux (MAT)",2016
"2","1,77662E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,98888E+15","Sous contrat d apprentissage","Systèmes Embarqués (SE - apprentissage)",2016
"2","1,78252E+15","Sous contrat d apprentissage","Microélectronique Et Automatique (MEA)",2018
"2","1,79394E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016
"2","1,79379E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017
"2","1,7833E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017
"2","1,7831E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016
"2","1,78869E+15","Sous contrat d apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2017
"2","1,78234E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017
"2","1,88234E+15","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2018
"2","1,79384E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2018
"2","1,78233E+15","Sous contrat de professionalisation","Sciences et Technologies de l Eau (STE)",2016
"2","1,88349E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016
"2","1,76681E+15","Sous contrat de professionalisation","Sciences et Technologies de l Eau (STE)",2018
"2","1,77617E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2018
"2","1,78897E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2018
"2","1,79383E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2018
"2","1,79384E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016
"2","1,78259E+15","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2017
"2","1,79871E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016
"2","1,87602E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2017
"2","1,88899E+15","Sous contrat de professionalisation","Sciences et Technologies de l Eau (STE)",2018
"2","1,77526E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,78841E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2018
"2","1,78869E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2018
"2","1,74622E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2016
"2","1,78265E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016
"2","1,89428E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2016
"2","1,77557E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017
"2","1,78852E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018
"2","1,78343E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,77602E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,76783E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018
"2","1,78292E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018
"2","1,79902E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016
"2","1,76719E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016
"2","1,78292E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018
"2","1,78285E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017
"2","1,76756E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2017
"3","1888802848469470","Sous contrat de professionalisation","GÈnie Biologique et Agroalimentaires (GBA)",2017
"3","1777059846996580","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2017
"3","1789080967437430","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2017
"3","1882881049834530","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2017
"3","1806734045417840","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2017
"3","1982920793866040","Sous contrat d'apprentissage","Eau et GÈnie Civil (EGC - apprentissage)",2017
"3","1783045885270760","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2017
"3","1775640761912420","Sous contrat de professionalisation","GÈnie Biologique et Agroalimentaires (GBA)",2017
"3","1776102349584110","Sous contrat d'apprentissage","SystËmes EmbarquÈs (SE - apprentissage)",2017
"3","1888636169617940","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2017
"3","1782851145585420","Sous contrat d'apprentissage","MÈcanique Structures Industrielles (MSI - apprentissage)",2017
"3","1793744700896510","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2017
"3","1889055177194690","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2017
"3","1782462668826500","Formation initiale (hors apprentissage)","GÈnie Biologique et Agroalimentaires (GBA)",2017
"3","1777070157836320","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2017
"3","1776102123724400","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2017
"3","1783556163890680","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2017
"3","1793784758855770","Sous contrat d'apprentissage","MÈcanique Structures Industrielles (MSI - apprentissage)",2017
"3","1799420083152780","Sous contrat de professionalisation","GÈnie Biologique et Agroalimentaires (GBA)",2017
"3","1788516703227880","Sous contrat de professionalisation","GÈnie Biologique et Agroalimentaires (GBA)",2017
"3","1782336119224670","Formation initiale (hors apprentissage)","MicroÈlectronique Et Automatique (MEA)",2017
"3","1789078678917470","Sous contrat de professionalisation","MÈcanique et Interactions (MI)",2017
"3","1767833505039570","Sous contrat d'apprentissage","SystËmes EmbarquÈs (SE - apprentissage)",2017
"3","1889245695858720","Formation initiale (hors apprentissage)","MatÈriaux (MAT)",2017
