Date,Genre,identifiant,nationalite_francaise,nationalite,annee_obtention_diplome,type_formation,filiere,situation_actuelle, tes-vous ‡ la recherche d un emploi depuis la sortie de l Ècole ? ,Depuis combien de mois Ítes-vous en recherche d emploi ? ,difficultés_recherche,autre_activite,statut_emploi,Avez-vous un statut de :,nature_contrat,duree_CDD,localisation_emploi,region_premier_emploi,pays_emploi,temps_partiel,temps_partiel_voulu,mois_emploi_occupe,nom_entreprise,taille_entreprise,appartient_groupe,nom_groupe,fonction_principale,intitule_poste,statut_cadre,secteur_activite_entreprise,domaine_entreprise,domaine_divers,langage_info,Vos activitÈs actuelles font appel ‡ vos compÈtences en,energie_renouvelable,salaire_annuel_brute_hors_prime,prime,salaire_annuel_avec_prime,responsabilite_hierarchie,responsabilite_budget,responsabilite_equipe,responsabilite_projet,fonction_international,langue_francais,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,Vous recherchez un autre emploi?,raisons_recherche_emploi,entreprise_developpement_durable,mission_developpement_durable,situation_sortie_polytech,refus_emploi,Concours prÈparÈ(s).1,DurÈe du contrat de volontariat (en mois).1,Pays ou territoire du volontariat.1,Nom et coordonnÈes de l entreprise partenaire.1,Le laboratoire est-il localisÈ?.1,RÈgion de localisation du laboratoire.1,Pays de localisation du laboratoire?.1,Lequel ou lesquels?.1,Le site web s il existe?.1,temps_trouve_premier_emploi,post_premier_emploi,nature_contrat_premier_emploi,Quelle fut la durÈe de votre CDD? ,condition_fin_premier_contrat,intitule_premier_emploi,localisation_premier_emploi,Dans quelle rÈgion?.1,pays_premier_emploi,nom_entreprise_premier_emploi,"Adresse ( numero, rue, avenue..)de l entreprise.1",Code postal de l entreprise.1,Commune de l entreprise.1,taille_entreprise_premier_emploi,premiere_entreprise_groupe,Lequel?.1,secteur_premiere_entreprise,anciennete_premier_emploi,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_hors_prime_premier_emploi,prime_premier_emploi,remuneration_annuelle_brute_avec_prime_premier_emploi,Les ÈlÈments suivants vous semblent-ils avoir jouÈ un rÙle dans votre recrutement sur ce 1er emploi? - Stage de 4Ëme annÈe,satisfaction_premier_emploi,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,projet_evolution_carriere,recommandation_polytech
10/01/2020 16:25,Homme,1889078527576990,Oui,,2019,Formation initiale (hors apprentissage),MatÈriaux (MAT),En poursuite d'Ètudes (hors thËse),,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,"Chef de projet innovation dans un grand groupe, mÍler la partie technique et business ",Oui
13/01/2020 11:47,Homme,1794775598358830,Oui,,2019,Formation initiale (hors apprentissage),MatÈriaux (MAT),En recherche emploi,Oui,5.0,MÈconnaissance des dÈbouchÈs possibles pour ma formation|Manque d'expÈrience professionnelle|DifficultÈ ‡ mettre en valeur mes compÈtences,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
11/01/2020 06:57,Homme,1810641383272840,Oui,,2019,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,CollectivitÈs d'Outre-Mer (COM),,Non,,3.0,,De 50 ‡ 249 salariÈ(e)s ,,,Etudes - Conseil et expertise (autre qu'informatique),ChargÈ d'Ètudes,Oui,"Autres activitÈs spÈcialisÈes, scientifiques et techniques",,,,"IngÈnierie / Ecologie|Traitement / Assainissement|Hydraulique / Hydrologie|GC, informatiques",,34800.0,Oui,52200.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Candidature spontannÈe,Le secteur d'activitÈ de l'entreprise,oui,oui,3.0,4.0,2.0,3.0,4.0,5.0,Non,,PlutÙt d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
10/01/2020 16:14,Femme,1783106099598170,,,2019,Formation initiale (hors apprentissage),GÈnie Biologique et Agroalimentaires (GBA),En poursuite d'Ètudes (hors thËse),,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
13/01/2020 11:39,Homme,1775569781638920,Non,Chypriote,2019,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,3.0,Capgemini,250 ‡  4 999 salariÈ(e)s ,Non,,Etudes et dÈveloppement en systËmes d'information ,IngÈnieur Logiciel,Oui,TÈlÈcommunications,,,,,,29544.0,Oui,32006.0,NON,NON,NON,NON,Non,Quotidiennement,TrËs rarement,,Plateforme emploi de l'Ècole (Poly+),Les perspectives de carriËre dans cette entreprise,oui,oui,4.0,5.0,5.0,4.0,5.0,5.0,Non,,Tout ‡ fait d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,NON,NON,,Oui
24/01/2020 15:30,Femme,1883100908836360,Oui,,2019,Formation initiale (hors apprentissage),MatÈriaux (MAT),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Bourgogne-Franche-ComtÈ,,Non,,1.0,Agap2,250 ‡  4 999 salariÈ(e)s ,Non,,"QualitÈ, sÈcuritÈ, s˚retÈ de fonctionnement ",agent qualitÈ recette ,Oui,MÈtallurgie et fabrication de produits mÈtalliques ‡ l'exception des machines et des Èquipements,Divers,AÈro & nuclÈaire,,,,31000.0,Non,31000.0,NON,NON,NON,OUI,Non,Quotidiennement,Quotidiennement,De 3 ‡ moins de 4 mois,Site Internet spÈcialisÈ dans l'emploi (dont APEC),L'absence d'alternative,non,oui,3.0,3.0,5.0,4.0,5.0,1.0,Non,,PlutÙt en dÈsaccord,PlutÙt en dÈsaccord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
10/01/2020 17:29,Femme,1867782000479440,Oui,,2019,Sous contrat de professionalisation,GÈnie Biologique et Agroalimentaires (GBA),"En volontariat (VIE, VIA, Volontariat civil..)",,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,"Je souhaite poursuivre dans le domaine pharmaceutique dans la gestion de projet de la
 Supply chain des essais cliniques ",Oui
25/01/2020 10:29,Homme,1793744501318270,Oui,,2019,Formation initiale (hors apprentissage),MicroÈlectronique Et Automatique (MEA),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,5.0,GROUPE VALECO ,250 ‡  4 999 salariÈ(e)s ,Oui,ENBW,Exploitation / maintenance informatique ,INGENIEUR SYSTEMES INFORMATIQUE D'EXPLOITATION,Oui,"…nergie (Production et distribution d'ÈlectricitÈ, de gaz, de vapeur et d'air conditionnÈ)",,,C|VBA,,,32000.0,Oui,38200.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'Ètudes,Le secteur d'activitÈ de l'entreprise,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,Non,,Tout ‡ fait d'accord,Tout ‡ fait d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,"Grandir dans l'entreprise, plus de responsabilitÈ ",Oui
10/01/2020 16:58,Homme,1789798905274890,Non,Marocaine,2019,Formation initiale (hors apprentissage),MicroÈlectronique Et Automatique (MEA),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Œle-de-France,,Non,,4.0,altran,5 000 salariÈ(e)s ou plus,Oui,altran,Informatique industrielle et technique ,Consultant IngÈnieur ,Oui,"Industrie automobile, aÈronautique, navale, ferroviaire",,,"ADA, Methode B",,,37008.0,Non,37008.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvÈ avant l'obtention de votre diplÙme,DÈmarchÈ(e) par un 'chasseur de tÍtes',L'adÈquation avec un projet professionnel ,oui,oui,1.0,4.0,5.0,3.0,4.0,5.0,Non,,PlutÙt en dÈsaccord,PlutÙt en dÈsaccord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,"Gestion de projets, entreprises...",Oui
23/01/2020 10:06,Homme,1783298107756990,Oui,,2019,Formation initiale (hors apprentissage),MatÈriaux (MAT),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDD (contrat de travail ‡ durÈe dÈterminÈe),10.0,En France,Auvergne-RhÙne-Alpes,,Non,,5.0,Radiall,250 ‡  4 999 salariÈ(e)s ,Non,,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",Concepteur procÈdÈ,Oui,MÈtallurgie et fabrication de produits mÈtalliques ‡ l'exception des machines et des Èquipements,Divers,Connectique,,,,32000.0,Oui,38000.0,NON,OUI,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,stage de fin d'Ètudes,Le contenu de la mission / poste proposÈ,oui,oui,4.0,5.0,5.0,4.0,5.0,5.0,Non,,PlutÙt d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Chef de projet,Oui
24/01/2020 19:07,Homme,1782921284995230,Oui,,2019,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Auvergne-RhÙne-Alpes,,Non,,5.0,Firalp,250 ‡  4 999 salariÈ(e)s ,Oui,Firalp,Etudes et dÈveloppement en systËmes d'information ,Concepteur DÈveloppeur,Oui,"Construction, BTP",,,,,,30000.0,Oui,35000.0,NON,NON,NON,OUI,Non,Quotidiennement,Jamais,,Site Internet spÈcialisÈ dans l'emploi (dont APEC),Le lieu gÈographique ,oui,oui,5.0,5.0,5.0,4.0,5.0,5.0,Non,,Tout ‡ fait d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,OUI,NON,,Oui
10/01/2020 17:16,Homme,1766816750910820,Oui,,2019,Sous contrat d'apprentissage,SystËmes EmbarquÈs (SE - apprentissage),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,3.0,Diagdev,De 20 ‡ 49 salariÈ(e)s ,Oui,Stago,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",IngÈnieur en …lectronique,Non,Recherche-dÈveloppement scientifique,,,,,,34000.0,Oui,35000.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le secteur d'activitÈ de l'entreprise,oui,oui,5.0,5.0,5.0,4.0,5.0,5.0,Non,,PlutÙt d'accord,Pas du tout d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,SpÈcialisation dans la programmation embarquÈe (C++),Oui
10/01/2020 16:45,Homme,1788855334679300,Non,Libanais,2019,Formation initiale (hors apprentissage),GÈnie Biologique et Agroalimentaires (GBA),En thËse,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,"Docteurs en entreprise, puis crÈer mon start up",Oui
10/01/2020 16:51,Homme,1782332207332620,Oui,,2019,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Auvergne-RhÙne-Alpes,,Non,,0.0,CA Eau, Moins de 10 salariÈ(e)s ,Non,,MaÓtrise d'ouvrage ,ChargÈ d'Ètudes hydraulique et gÈnie civil,Oui,"SociÈtÈs de conseil ou d'ingÈnieurie, bureaux d'Ètudes indÈpendants",,,,IngÈnierie / Ecologie|Hydraulique / Hydrologie,,28000.0,Non,28000.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),De 4 ‡ moins de 5 mois,Site Internet spÈcialisÈ dans l'emploi (dont APEC),Le secteur d'activitÈ de l'entreprise,oui,oui,4.0,4.0,4.0,4.0,4.0,4.0,Non,,PlutÙt d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
10/01/2020 22:20,Femme,1888414432385930,Oui,,2019,Formation initiale (hors apprentissage),GÈnie Biologique et Agroalimentaires (GBA),En thËse,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Je souhaiterais me diriger vers la recherche privÈe pour des entreprises agroalimentaires ,Oui
13/01/2020 13:48,Femme,1776167057227520,Oui,,2019,Formation initiale (hors apprentissage),MatÈriaux (MAT),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Provence-Alpes-CÙte d'Azur,,Non,,4.0,,250 ‡  4 999 salariÈ(e)s ,Oui,,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",,Oui,"SociÈtÈs de conseil ou d'ingÈnieurie, bureaux d'Ètudes indÈpendants",,,,,,30000.0,,30000.0,NON,NON,NON,OUI,Non,Quotidiennement,Quotidiennement,,Candidature spontannÈe,,oui,oui,4.0,4.0,5.0,3.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2020 14:08,Femme,1775637568774260,Oui,,2019,Formation initiale (hors apprentissage),MicroÈlectronique Et Automatique (MEA),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDD (contrat de travail ‡ durÈe dÈterminÈe),6.0,En France,Provence-Alpes-CÙte d'Azur,,Non,,5.0,, Moins de 10 salariÈ(e)s ,Non,,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",,Oui,"Autres activitÈs spÈcialisÈes, scientifiques et techniques",,,Aucun,,,27000.0,Oui,27500.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'Ètudes,Le contenu de la mission / poste proposÈ,oui,non,4.0,5.0,4.0,2.0,3.0,3.0,Oui,Fin de CDD dans 1 mois et pas de renouvellement de celui ci par l'entreprise.,PlutÙt d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
10/01/2020 18:59,Homme,1788523040756520,Oui,,2019,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,0.0,Doctreen, Moins de 10 salariÈ(e)s ,Non,,Informatique industrielle et technique ,,Non,ActivitÈs informatiques et services d'information (TIC services),,,,,,,Non,,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvÈ avant l'obtention de votre diplÙme,stage de fin d'Ètudes,Les perspectives de carriËre dans cette entreprise,oui,oui,4.0,4.0,5.0,3.0,5.0,5.0,Non,,PlutÙt d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
10/01/2020 20:39,Homme,1767833324843730,Oui,,2019,Formation initiale (hors apprentissage),MicroÈlectronique Et Automatique (MEA),En thËse,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
15/01/2020 09:18,Femme,1767828041541670,Oui,,2019,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,4.0,ENTECH IngÈnieurs Conseils,De 20 ‡ 49 salariÈ(e)s ,Oui,SEGIC,Etudes - Conseil et expertise (autre qu'informatique),IngÈnieur d'Ètude,Oui,Autres secteurs ,,,,Traitement / Assainissement|Hydraulique / Hydrologie,,24000.0,Non,24000.0,NON,NON,NON,OUI,Non,Quotidiennement,Jamais,Emploi trouvÈ avant l'obtention de votre diplÙme,stage de fin d'Ètudes,Le contenu de la mission / poste proposÈ,oui,oui,5.0,4.0,5.0,3.0,4.0,5.0,Non,,Tout ‡ fait d'accord,Tout ‡ fait d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,-,Non
10/01/2020 20:01,Femme,1794779420163700,Oui,,2019,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activitÈ professionnelle,,,,Non,SalariÈ(e) du secteur public,Agent contractuel,CDD (contrat de travail ‡ durÈe dÈterminÈe),6.0,En France,Auvergne-RhÙne-Alpes,,Non,,4.0,INRAE,250 ‡  4 999 salariÈ(e)s ,Non,,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",IngÈnieur hydraulicen,Oui,Recherche-dÈveloppement scientifique,,,,IngÈnierie / Ecologie|Hydraulique / Hydrologie,,26148.0,Non,26148.0,NON,NON,NON,NON,Non,Quotidiennement,Souvent (plusieurs heures par semaine),Moins d'un mois,Sites Internet d'entreprises,Le lieu gÈographique ,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,Oui,Car c'est un cdd de trois mois qui a ÈtÈ renouvelÈ de 3 mois mais ne sera pas renouvelÈ un autre fois car la mission sera terminÈe ,Tout ‡ fait d'accord,Tout ‡ fait d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
16/01/2020 21:51,Femme,1788414922713540,Oui,,2019,Sous contrat de professionalisation,GÈnie Biologique et Agroalimentaires (GBA),En activitÈ professionnelle,,,,Oui,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Provence-Alpes-CÙte d'Azur,,Non,,2.0,A l'Olivier,De 20 ‡ 49 salariÈ(e)s ,Oui,Daregal,Production - Exploitation ,Responsable d'atelier,Oui,Industrie agroalimentaire ,,,,,,,Oui,,OUI,NON,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le contenu de la mission / poste proposÈ,oui,oui,5.0,4.0,5.0,4.0,5.0,5.0,Non,,Tout ‡ fait d'accord,Tout ‡ fait d'accord,activitÈ professionnelle,,,,,,,,,,,Emploi trouvÈ avant l'obtention de votre diplÙme,SalariÈ(e) du secteur privÈ (y compris structure associative),CDD (contrat de travail ‡ durÈe dÈterminÈe),4.0,changement de poste et de site au sein du groupe,IngÈnieure production ,En France,Œle-de-France,,daregal,rue du marÈchal joffre,91490,milly la foret,De 50 ‡ 249 salariÈ(e)s ,,,Industrie agroalimentaire ,12.0,Oui,Non,Stage annÈe cÈsure/ Contrat de professionnalisation ,L'adÈquation avec un projet professionnel ,,,,,3.0,4.0,,,,Oui
15/01/2020 16:54,Homme,1789582941937980,Oui,,2019,Sous contrat d'apprentissage,Eau et GÈnie Civil (EGC - apprentissage),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,"CTT (contrat de travail Temporaire, mission interim)",0.0,En France,Auvergne-RhÙne-Alpes,,Non,,3.0,ManPower,5 000 salariÈ(e)s ou plus,Non,,Assistance technique,IngÈnieur chargÈ d'Ètude,Oui,"…nergie (Production et distribution d'ÈlectricitÈ, de gaz, de vapeur et d'air conditionnÈ)",,,,,,33000.0,Non,33000.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvÈ avant l'obtention de votre diplÙme,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le contenu de la mission / poste proposÈ,oui,oui,4.0,4.0,5.0,5.0,5.0,4.0,Non,,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
11/01/2020 11:50,Homme,1782725664432940,Oui,,2019,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,4.0,Acelys Service NumÈrique,De 50 ‡ 249 salariÈ(e)s ,Oui,Fimalys,Informatique industrielle et technique ,Analyste DÈveloppeur .NET,Oui,ActivitÈs informatiques et services d'information (TIC services),,,,,,29000.0,Oui,31000.0,NON,NON,NON,NON,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,stage de fin d'Ètudes,Le contenu de la mission / poste proposÈ,oui,oui,4.0,4.0,4.0,2.0,5.0,4.0,Oui,Le salaire est faible,PlutÙt d'accord,Tout ‡ fait d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,NON,NON,,
10/01/2020 18:58,Femme,1767828133549130,Oui,,2019,Sous contrat de professionalisation,GÈnie Biologique et Agroalimentaires (GBA),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDD (contrat de travail ‡ durÈe dÈterminÈe),6.0,En France,Auvergne-RhÙne-Alpes,,Non,,5.0,Bjorg Bonneterre et Compagnie,250 ‡  4 999 salariÈ(e)s ,Oui,Wessanen,"QualitÈ, sÈcuritÈ, s˚retÈ de fonctionnement ",Responsable qualitÈ junior,Oui,Industrie agroalimentaire ,,,,,,32000.0,Oui,32000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,Stage annÈe cÈsure / Contrat de professionnalisation,La politique de responsabilitÈ sociÈtale de l'entreprise (RSE),oui,oui,1.0,5.0,5.0,3.0,4.0,4.0,Non,,Tout ‡ fait d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,MÍler des missions qualitÈ et des missions developpement durable/ACV,Oui
10/01/2020 17:31,Femme,1875376215642780,,,2019,Sous contrat de professionalisation,Sciences et Technologies de l'Eau (STE),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDD (contrat de travail ‡ durÈe dÈterminÈe),18.0,En France,Occitanie,,Non,,4.0,, Moins de 10 salariÈ(e)s ,Non,,Production - Exploitation ,IngÈnieur d'Ètude,Oui,Autres secteurs ,,,,IngÈnierie / Ecologie|Traitement / Assainissement,,,Oui,,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Stage annÈe cÈsure / Contrat de professionnalisation,,,,5.0,5.0,5.0,3.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2020 17:23,Homme,1776102353371030,Oui,,2019,Formation initiale (hors apprentissage),MatÈriaux (MAT),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Pays de la Loire,,Non,,4.0,IRCAMEX, Moins de 10 salariÈ(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),IngÈnieur Fiabilisation Sites,Oui,"SociÈtÈs de conseil ou d'ingÈnieurie, bureaux d'Ètudes indÈpendants",Divers,Bureau d'Ètudes,,,,31000.0,Oui,34000.0,NON,NON,NON,OUI,Non,Quotidiennement,TrËs rarement,,Relations personnelles,Les perspectives de carriËre dans cette entreprise,oui,oui,4.0,5.0,5.0,3.0,2.0,4.0,Non,,PlutÙt d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Pour l'instant Èvoluer avec la sociÈtÈ dans laquelle je suis et comprendre tout les aspects de notre activitÈ pour pouvoir manager une Èquipe dans un futur proche.,Oui
11/01/2020 10:19,Femme,1775263816396370,Oui,,2019,Sous contrat d'apprentissage,Eau et GÈnie Civil (EGC - apprentissage),En poursuite d'Ètudes (hors thËse),,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
10/01/2020 16:50,Homme,1968325771172770,Oui,,2019,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activitÈ professionnelle,,,,Non,SalariÈ(e) du secteur public,Agent contractuel,CDD (contrat de travail ‡ durÈe dÈterminÈe),1.0,En France,Provence-Alpes-CÙte d'Azur,,Non,,4.0,Syndicat Mixte de l'Argens,De 10 ‡ 19 salariÈ(e)s ,Non,,MaÓtrise d'ouvrage ,ChargÈ de projets,Oui,Autres secteurs ,,,,IngÈnierie / Ecologie|Hydraulique / Hydrologie|Gestion de projets,,,Non,,OUI,OUI,OUI,OUI,Non,Quotidiennement,TrËs rarement,Emploi trouvÈ avant l'obtention de votre diplÙme,stage de fin d'Ètudes,Le secteur d'activitÈ de l'entreprise,oui,oui,4.0,5.0,4.0,3.0,4.0,5.0,Non,,PlutÙt d'accord,Tout ‡ fait d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Passer le concours de la fonction publique.,Oui
13/01/2020 12:35,Homme,1794680914700640,Oui,,2019,Formation initiale (hors apprentissage),MatÈriaux (MAT),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDD (contrat de travail ‡ durÈe dÈterminÈe),6.0,En France,Grand Est,,Non,,3.0,SOCOMEC,250 ‡  4 999 salariÈ(e)s ,Non,,"DÈveloppement durable, RSE (ResponsabilitÈ SociÈtale des Entreprises)",ChargÈ de projets RSE,Oui,"…nergie (Production et distribution d'ÈlectricitÈ, de gaz, de vapeur et d'air conditionnÈ)","Energie, Èlectronique, Èlectrotechnique",,,,,35200.0,Oui,35200.0,NON,OUI,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,stage de fin d'Ètudes,La politique de responsabilitÈ sociÈtale de l'entreprise (RSE),oui,non,5.0,5.0,5.0,5.0,5.0,5.0,Oui,Mon CDD se termine en avril,Tout ‡ fait d'accord,Tout ‡ fait d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,Je postule actuellement en chef de prohet eco-conception,Oui
