Genre,identifiant,nationalite_francaise,nationalite,date_diplome,type_formation,Région de votre entreprise d'accueil,"Durant vos études, vous avez bénéficié d'aménagements de scolarité liés à un handicap, ou vous vous êtes déclaré en situation d'handicap auprès de votre établissement",filiere,situation_actuelle,"'Sans activité volontairement', merci de préciser :",Vous occupez plusieurs emplois?,en_recherche_emploi,refus_emploi,difficultes_recherche,Concours préparé(s),alternance,Durée du contrat de volontariat (en mois) ,Montant brut annuel HORS PRIME de l'allocation que vous percevez,Quel est le poste que vous occupez?,Votre courriel professionnel :,Quel est le nom de votre entreprise / projet?,Pays de localisation de la future entreprise?,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_premier_emploi,pays_localisation,Vous travaillez,mois_emploi_occupe,Combien de jours par semaine êtes-vous en télétravail ? ,nom_entreprise,"Adresse ( numero, rue, avenue..)de l'entreprise",Code postal de l'entreprise,Commune de l'entreprise, Son site internet?,Nombre de salarié(e)s de votre entreprise(cellei qui vous rémunère),entreprise_groupe,groupe,departement_emploi,intitule_emploi,cadre,Quel est le secteur d'activité de votre entreprise (celle qui vous rémunère)?,domaine_general_entreprise,langage_programmation,emploi_lie_energie_renouvelable,salaire_annuel_brut,prime,salaire_annuel_brut_prime,responsabilite_hierarchie,responsabilite_budget,Responsabilités exercées [Vous avez la responsabilité fonctionnelle  d'une équipe ?],responsabilite ,international,langue_français,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? [Stage de 5ème année /Contrat de professionnalisation],recherche_nouvel_emploi,raisons_recherche_emploi,situation_sortie_polytech,Concours préparé(s)5,Pays ou territoire du volontariat6,Nom et coordonnées de l'entreprise partenaire7,Le laboratoire est-il localisé?8,Région de localisation du laboratoire9,Pays de localisation du laboratoire?10,Lequel ou lesquels?11,Le site web s'il existe?12,temps_trouve_premier_emploi,post_premier_emploi,Aviez-vous un statut de :,nature_contrat,condition_fin_premier_contrat,intitule_premier_emploi,location_premier_emploi,Dans quelle région?13,nom_entreprise_premier_emploi,"Adresse ( numero, rue, avenue..)de l'entreprise14",Code postal de l'entreprise15,Commune de l'entreprise16,taille_entreprise_premier_emploi,premiere_entreprise_groupe,Lequel?17,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_premier_emploi,prime_premier_emploi,remuneration_prime_premier_emploi,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? [Stage de 5ème année/Contrat de professionnalisation],satisfaction_premier_emploi,La situation sanitaire a-t-elle eu un impact pour vous ?,Merci de préciser les raisons,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,Laquelle?,Souhaitez vous être informé sur l' association des diplômés de Polytech (Polytech Connect)?,recommandation_polytech
Femme,1889250569455230,Oui,,2018,Formation initiale (hors apprentissage),,Non,Informatique et Gestion (IG),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,28.0,4.0,,,34470,Pérols,,De 10 à 19 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,développeur,Non,Télécommunications,,,,36000.0,Non,36000.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,4.0,4.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail,4.0,NON,NON,,Non,Oui
Homme,1782332280392690,Oui,,2020,Sous contrat d'apprentissage,Provence-Alpes-Côte d'Azur,Non,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Provence-Alpes-Côte d'Azur,,À temps plein,6.0,0.0,CMI,ZI la feuillane ,13270,Fos sur mer ,http://www.johncockerill.com,250 à  4 999 salarié(e)s ,Oui,John cockerill ,Commercial(e) (dont ingénieur(e) d'affaire) ,Ingénieur chef de projets ,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,,36000.0,Oui,40000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,3.0,4.0,5.0,1.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,5.0,,,,Oui,Oui
Homme,1793993126148400,Oui,,2020,Sous contrat d'apprentissage,Grand Est,Non,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Grand Est,,À temps plein,1.0,0.0,MCTI,10 rue jean marie lehn,67560,rosheim,,De 10 à 19 salarié(e)s ,Non,,Production - Exploitation ,chaudronnier,Non,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,,36000.0,Non,36000.0,OUI,NON,OUI,NON,Non,Quotidiennement,Très rarement,Emploi trouvé avant l'obtention de votre diplôme,Relations personnelles,Le contenu de la mission / poste proposé,non,oui,3.0,5.0,5.0,2.0,4.0,3.0,1.0,Oui,,activité professionnelle,,,,,,,,,Moins d'un mois,Salarié(e) du secteur privé (y compris structure associative),,CDI (contrat de travail à durée indéterminée),"Démission, sans autre proposition de contrat",ingénieur de production,A l'étranger,,FIPE,,,,De 50 à 249 salarié(e)s ,Oui,iwf,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,0.0,Oui,Non,Réseaux des anciens / association des anciens élèves (Polytech Connect),L'adéquation avec un projet professionnel ,,Oui,,,1.0,Non,,3.0,,,,Oui,Oui
Femme,1794332471045900,Oui,,2019,Sous contrat de professionalisation,,Non,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Hauts-de-France,,À temps plein,13.0,3.0,Nestlé Purina Petcare,200 chemin des voyeux ,62140,Marconelle,,De 50 à 249 salarié(e)s ,Oui,Nestlé,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Specialiste Formulation,Oui,Industrie agroalimentaire ,,,,36500.0,Oui,39500.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,Stage année césure / Contrat de professionnalisation,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,5.0,4.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Mobilité géographique compliquée|Formation annulée ou reportée,4.0,,,,Non,Oui
Homme,1789139187302660,Oui,,2018,Formation initiale (hors apprentissage),,Non,Informatique et Gestion (IG),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,30.0,5.0,Yooz,Parc d'andron Le séquoïa,30470,Aimargues,https://www.getyooz.com/,De 50 à 249 salarié(e)s ,Non,,"Réseaux, intranet, internet, télécommunications ",Développeur web,Oui,"Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques",,,,36500.0,Oui,39050.0,NON,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,Démarché(e) par un 'chasseur de têtes',La politique globale de relations humaines dans l'entreprise ,oui,oui,5.0,5.0,5.0,4.0,4.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail,4.0,OUI,NON,,Non,Oui
Homme,1782333524403100,Oui,,2019,Sous contrat d'apprentissage,Auvergne-Rhône-Alpes,Non,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,À temps plein,15.0,0.0,SADE CGTH,43 RUE PIERRE DUPONT ,69740,GENAS,https://www.sade-cgth.fr/,5 000 salarié(e)s ou plus,Oui,VEOLIA,Production - Exploitation ,INGENIEUR TRAVAUX,Oui,"Construction, BTP",,,,36600.0,Oui,38600.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Très rarement,,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Les perspectives de carrière dans cette entreprise,oui,oui,4.0,4.0,5.0,3.0,5.0,3.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,"Recours au télétravail|""Augmentation d'activité""",4.0,,,,Oui,Oui
Femme,1775956035087940,Oui,,2019,Formation initiale (hors apprentissage),,Non,Informatique et Gestion (IG),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,17.0,4.0,KPMG,"224 Rue Carmin, 31670 Labège",31670,Labege,https://home.kpmg/fr/fr/home.html,5 000 salarié(e)s ou plus,Non,,Audit ,Consultante en risques informatiques,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,,,36920.0,Oui,40000.0,OUI,NON,OUI,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Sites Internet d'entreprises,Le lieu géographique ,non,non,3.0,3.0,4.0,3.0,4.0,5.0,5.0,Oui,"Pour changer un peu, j'ai fait le tour du travail que je fais actuellement, je souhaite trouver un travail different maintenant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,5.0,OUI,NON,,Oui,Oui
Homme,1789798905274890,Non,Marocaine,2019,Formation initiale (hors apprentissage),,Non,Microélectronique Et Automatique (MEA),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Île-de-France,,À temps plein,17.0,5.0,Altran (Part of Capgemini),"2 Rue Paul Dautier, ",78140,Vélizy-Villacoublay,https://www.altran.com/fr/fr/,250 à  4 999 salarié(e)s ,Oui,Capgemini,Informatique industrielle et technique ,Jr. Consultant/Engineer,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,C|C++,,37000.0,Non,37000.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvé avant l'obtention de votre diplôme,"Réseau social professionnel (viadéo, Linkedln)",Le lieu géographique ,oui,oui,3.0,4.0,5.0,3.0,3.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,"Recours au télétravail|""Report d'évolution de salaire""",5.0,,,,Oui,Oui
Femme,1882337743896270,Oui,,2018,Sous contrat de professionalisation,,Non,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Île-de-France,,À temps plein,27.0,2.0,Biosphere Medical,383 rue de la belle etoile,95700,Roissy en france,,De 50 à 249 salarié(e)s ,Oui,Merit Medical,"Qualité, sécurité, sûreté de fonctionnement ",Ingénieur Qualité fournisseurs,Oui,Autres secteurs ,,,,37000.0,Non,37000.0,NON,OUI,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),Moins d'un mois,"Réseau social professionnel (viadéo, Linkedln)",Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,4.0,4.0,2.0,4.0,Oui,Evolution de carriere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Chômage partiel / Réduction d'activité|Moins d'offres d'emploi,5.0,,,,Oui,Oui
Femme,1793834740766260,Oui,,2019,Sous contrat de professionalisation,,Non,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,À temps plein,17.0,0.0,Laboratoires M&L,,7150,Lagorce,,250 à  4 999 salarié(e)s ,Oui,Groupe l'Occitane,Production - Exploitation ,Chargée d'amélioration continue,Oui,Industrie chimique,,,,37000.0,Oui,37000.0,NON,OUI,NON,OUI,Oui,Quotidiennement,Quotidiennement,,Stage année césure / Contrat de professionnalisation,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,3.0,4.0,5.0,5.0,Oui,"Acquérir plus d'expériences, voir différentes entreprises et organisations, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Missions modifiées|Moins de propositions de recrutement|Moins d'offres d'emploi,5.0,,,,Non,Oui
Homme,1876551793886810,Oui,,2018,Formation initiale (hors apprentissage),,Non,Microélectronique Et Automatique (MEA),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),3.0,En France,Île-de-France,,À temps plein,29.0,0.0,Ministère des Armées,,75007,Paris,,5 000 salarié(e)s ou plus,Non,,Informatique industrielle et technique ,Ingénieur en intégration hardware,Oui,"Administration d'État, Collectivités territoriales, Hospitalière",,"C|""Python, Bash""",,37000.0,Non,37000.0,NON,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,4.0,3.0,5.0,3.0,4.0,3.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,5.0,,,,Oui,Oui
Homme,1889471531298430,Oui,,2019,Sous contrat d'apprentissage,Provence-Alpes-Côte d'Azur,Non,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Centre-Val de Loire,,À temps plein,16.0,0.0,Thales LAS France,,45240,La Ferté-st-Aubin,,250 à  4 999 salarié(e)s ,Oui,Thales,Etudes et développement en systèmes d'information ,Ingénieur en développement embarqué,Oui,Autres secteurs ,,,,37000.0,Non,37000.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),Moins d'un mois,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail,4.0,,,,Non,Oui
Homme,1794681067364090,Oui,,2019,Sous contrat d'apprentissage,Île-de-France,Non,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Île-de-France,,À temps plein,17.0,3.0,ENDEL ,95 avenue gustave Eiffel,92700,Colombes ,,5 000 salarié(e)s ou plus,Oui,Engie,Assistance technique,Ingénieur soudeur ,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,,37000.0,Non,37000.0,OUI,NON,OUI,OUI,Non,Quotidiennement,Très rarement,Emploi trouvé avant l'obtention de votre diplôme,Apprentissage (embauche dans l'entreprise d'accueil du contrat),L'expérience enrichissante ,oui,oui,5.0,5.0,5.0,3.0,4.0,3.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,4.0,,,,Oui,Oui
Homme,1777070232898030,Oui,,2019,Sous contrat d'apprentissage,Bourgogne-Franche-Comté,Non,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Bourgogne-Franche-Comté,,À temps plein,17.0,0.0,MACPLUS,Rue général de Gaulle 90360 La Chapelle sous rougemont ,90360,La Chapelle sous rougemont,,De 50 à 249 salarié(e)s ,Oui,Mplus groupe,Ingénieur méthodes ,Ingénieur méthodes,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,,37000.0,Oui,46000.0,NON,NON,OUI,OUI,Oui,Quotidiennement,Quotidiennement,,Apprentissage (embauche dans l'entreprise d'accueil du contrat),L'adéquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,3.0,5.0,5.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,"Formation annulée ou reportée|""Impossibilité de passer le toiec""",5.0,,,,Oui,Oui
Homme,1768549960994340,Oui,,2018,Sous contrat d'apprentissage,Auvergne-Rhône-Alpes,Non,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,À temps plein,29.0,0.0,Sade,43 rue Pierre Dupont,69740,Genas,http://sade-cgth.fr,5 000 salarié(e)s ou plus,Oui,Veolia,Réalisation de chantiers de TP,Ingénieur travaux ,Oui,"Construction, BTP",,,,37150.0,Oui,39500.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Les perspectives de carrière dans cette entreprise,oui,oui,4.0,4.0,5.0,3.0,4.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,4.0,,,,Non,Oui
Homme,1876551296220380,Oui,,2020,Formation initiale (hors apprentissage),,Non,Microélectronique Et Automatique (MEA),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Bretagne,,À temps plein,5.0,5.0,Alcatel-Lucent Enterprise ,115 rue Antoine de saint-exupery,29806,Guipavas,http://www.al-enterprise.com,250 à  4 999 salarié(e)s ,Oui,Huaxin technology,Etudes et développement en systèmes d'information ,Ingénieur développement logiciel ,Oui,Télécommunications,,Java,,37200.0,Non,37200.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,5.0,4.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Chômage partiel / Réduction d'activité|Mobilité géographique compliquée,4.0,,,,Non,Oui
Homme,1899261168591870,Oui,,2020,Sous contrat d'apprentissage,Île-de-France,Non,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Île-de-France,,À temps plein,3.0,1.0,3D Plus,408 Rue Hélène Boucher,78530,Buc,https://www.3d-plus.com/,De 50 à 249 salarié(e)s ,Oui,HEICO,Ingénieur électronique Bureau d'étude,Ingénieur électronique carte analogique,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,,37200.0,Oui,50000.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le contenu de la mission / poste proposé,oui,oui,3.0,5.0,5.0,5.0,5.0,2.0,0.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail,4.0,,,,Oui,Oui
Homme,1788522925362020,Oui,,2018,Sous contrat de professionalisation,,Non,Mécanique et Interactions (MI),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,30.0,2.0,Orano NPS,,30200,CODOLET,https://www.orano.group/fr/orano-accueil,250 à  4 999 salarié(e)s ,Oui,Orano,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Responsable ingénierie études,Oui,"Autres activités spécialisées, scientifiques et techniques",,,,37300.0,Oui,42000.0,OUI,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Stage année césure / Contrat de professionnalisation,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,4.0,4.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail,5.0,,,,Oui,Oui
Femme,1776695289443830,Oui,,2019,Formation initiale (hors apprentissage),,Non,Informatique et Gestion (IG),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Île-de-France,,À temps plein,13.0,2.0,EDI Xperts,111-113 rue de Reuilly,75012,Paris,https://www.edixperts.com/fr_FR/,De 50 à 249 salarié(e)s ,Oui,Weexa,Etudes et développement en systèmes d'information ,Analyste Programmeur / Consultante EDI,Oui,Activités informatiques et services d'information (TIC services),,,,37500.0,Oui,38500.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,,Candidature spontannée,Les perspectives de carrière dans cette entreprise,oui,non,5.0,5.0,5.0,3.0,4.0,3.0,1.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Report d'une évolution de carrière|Mobilité géographique compliquée|Difficulté dans l'entreprise d'apprentissage|Formation annulée ou reportée,4.0,OUI,NON,,Oui,Oui
Homme,1783100911271340,Oui,,2018,Sous contrat d'apprentissage,Occitanie,Non,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,24.0,2.0,Liebherr aerospace toulouse,408 avenue des États Unis ,31000,Toulouse ,https://www.liebherr.com/en/fra/start/start-page.html,250 à  4 999 salarié(e)s ,Oui,Liebherr Group,Informatique industrielle et technique ,Ingénieur Électronique Système ,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,,,37500.0,Non,37500.0,NON,OUI,NON,OUI,Oui,Quotidiennement,Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,Apprentissage (embauche dans l'entreprise d'accueil du contrat),La notoriété de l'entreprise ,oui,oui,4.0,4.0,5.0,2.0,5.0,5.0,,Oui,"Mission à l'étranger, évolution de carrière",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,5.0,,,,Oui,Oui
Homme,1789034145154970,Oui,,2020,Sous contrat d'apprentissage,Île-de-France,Non,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),12.0,En France,Île-de-France,,À temps plein,6.0,0.0,emotors,,78955,,,De 50 à 249 salarié(e)s ,Oui,PSA (stellantis),"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",   Prototypes and tests support engineer,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,,,37500.0,Non,37500.0,NON,OUI,OUI,OUI,Non,,,Emploi trouvé avant l'obtention de votre diplôme,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le contenu de la mission / poste proposé,non,non,5.0,5.0,5.0,3.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,3.0,,,,,
Femme,1875268686762320,Non,Marocaine,2019,Formation initiale (hors apprentissage),,Non,Informatique et Gestion (IG),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Île-de-France,,À temps plein,24.0,7.0,place de la pyramide,6,92908,Paris la defense,http://deloitte.fr,5 000 salarié(e)s ou plus,Non,,Risk Advisory,Consultante en audit informatique ,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,,,37730.0,Oui,40875.0,OUI,NON,NON,OUI,Non,Quotidiennement,Quotidiennement,,Réseaux des anciens /association des anciens (polytech Connect),Les perspectives de carrière dans cette entreprise,oui,oui,3.0,2.0,5.0,3.0,4.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Chômage partiel / Réduction d'activité,5.0,OUI,NON,,Oui,Oui
Homme,1767650860501100,Oui,,2018,Formation initiale (hors apprentissage),,Non,Microélectronique Et Automatique (MEA),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,27.0,5.0,SERMA INGENIERIE ,Rue de l'Aussonnelle ,31700,Cornebarrieu ,https://www.serma.com/,De 50 à 249 salarié(e)s ,Oui,SERMA GROUP,Informatique industrielle et technique ,Ingénieur électronique ,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,"Verilog|""python """,,37788.0,Non,37788.0,NON,NON,NON,NON,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,4.0,4.0,4.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail,4.0,,,,Oui,Oui
Homme,1775951424215310,Oui,,2019,Formation initiale (hors apprentissage),,Non,Informatique et Gestion (IG),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,17.0,0.0,Teads,159 rue de Thor,34000,Montpellier,https://www.teads.com/,De 50 à 249 salarié(e)s ,Oui,Altice,Développement logiciel,Software Engineer,Oui,Industrie des technologies de l'Information et de la Communication (TIC),,,,38000.0,Non,38000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,L'adéquation avec un projet professionnel ,oui,oui,5.0,4.0,4.0,4.0,4.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Chômage partiel / Réduction d'activité,4.0,OUI,NON,,Non,Oui
Femme,1776167053468420,Oui,,2020,Sous contrat de professionalisation,,Non,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),36.0,En France,Occitanie,,À temps plein,6.0,1.0,Inosud,120 Chemin de la Régordane,30360,Cruviers-Lascours,http://www.grapsud.com/,De 20 à 49 salarié(e)s ,Oui,Groupe Grap'sud,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur Développement des procédés ,Oui,Industrie agroalimentaire ,,,,38000.0,Oui,40000.0,NON,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,Stage année césure / Contrat de professionnalisation,Le contenu de la mission / poste proposé,oui,oui,4.0,3.0,3.0,4.0,5.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,4.0,,,,Oui,Oui
