"identifiant","remuneration_annuelle_brute","sexe","date_diplome","filiere","nationalite_francaise","nationalite","prime","remuneration_prime","remuneration_annuelle_brute_hors_prime_premier_emploi","prime_premier_emploi","remuneration_annuelle_brute_avec_prime_premier_emploi","nationalite_grouped"
"1789245957768710",39500,"Femme",2021,"MAT","Oui","1","Oui",40800,NA,"",NA,"1"
"1789245962819270",23200,"Femme",2019,"STE","Oui","1","Non",23200,26400,"",26400,"1"
"1789246012863790",33000,"Femme",2017,"GBA","Oui","1","",35000,NA,"",NA,"1"
"1789248290449950",36166.6666666667,"Femme",2019,"GBA","Oui","1","Oui",39166.6666666667,33600,"",36500,"1"
"1789312659404240",33600,"Homme",2019,"MEA","Oui","1","Oui",38058,NA,"",NA,"1"
"1789312715006830",60270,"Homme",2018,"IG","Oui","1","Non",60270,NA,"",NA,"1"
"1789312716672770",36500,"Homme",2020,"IG","Oui","1","Oui",36500,NA,"",NA,"1"
"1789312769981880",36033.3333333333,"Homme",2019,"MAT","Oui","1","Oui",38166.6666666667,NA,"",NA,"1"
"1789312776036290",35425,"Homme",2018,"STE","Oui","1","Oui",35925,NA,"",NA,"1"
"1789312776613130",38400,"Homme",2018,"MSI-app","Oui","1","Oui",42000,NA,"",NA,"1"
"1789312825528340",47000,"Homme",2018,"IG","Oui","1","Oui",69000,NA,"",NA,"1"
"1789312834937740",35000,"Homme",2018,"MI","Oui","1","Non",35000,NA,"",NA,"1"
"1789312883296570",31000,"Homme",2019,"MI","Oui","1","Oui",32750,30000,"",30000,"1"
"1789312885996130",32500,"Homme",2018,"MAT","Oui","1","Non",32500,23000,"Non",23000,"1"
"1789312887151270",32800,"Homme",2020,"EGC-app","Oui","1","Oui",36833.3333333333,NA,"",NA,"1"
"1789357082352010",26000,"Homme",2021,"STE","Oui","1","Oui",32000,NA,"",NA,"1"
"1789357128908910",37666.6666666667,"Homme",2020,"MEA","Oui","1","Non",38000,NA,"",NA,"1"
"1789357184454100",31000,"Homme",2021,"MEA","Oui","1","",31000,NA,"",NA,"1"
"1789412422555800",57147,"Homme",2019,"IG","Non","Autre","Oui",63848,NA,"",NA,"Autre"
"1789412589389270",31800,"Femme",2019,"STE","Oui","1","Oui",34450,32000,"",32000,"1"
"1789420285265510",42876,"Femme",2018,"GBA","Oui","1","Non",42876,NA,"",NA,"1"
"1789420509162880",58333.3333333333,"Homme",2020,"MEA","Oui","1","Oui",93333.3333333333,NA,"",NA,"1"
"1789425835894650",25200,"Homme",2018,"MI","Oui","1","Non",25200,NA,"",NA,"1"
"1789426047972790",40000,"Homme",2019,"SE-app","Oui","1","Non",50530,32000,"",32000,"1"
"1789470186881510",34000,"Homme",2020,"MI","Oui","1","",36000,NA,"",NA,"1"
"1789471732111400",35000,"Homme",2020,"MSI-app","Oui","1","",36000,28000,"Non",28000,"1"
"1789471841659060",30705,"Homme",2019,"STE","Oui","1","Oui",33000,NA,"",NA,"1"
"1789471843950390",30500,"Femme",2019,"MEA","Oui","1","Oui",33250,NA,"",NA,"1"
"1789471850513730",32000,"Homme",2018,"MAT","Oui","1","Oui",36000,NA,"",NA,"1"
"1789471897079860",29282,"Homme",2019,"EGC-app","Oui","1","Oui",46960,NA,"",NA,"1"
"1789472400623880",20760,"Homme",2017,"MAT","Oui","1","",20760,NA,"",NA,"1"
"1789477439328400",36000,"Homme",2019,"IG","Oui","1","",36000,NA,"",NA,"1"
"1789578472568690",32821.3333333333,"Femme",2019,"GBA","Oui","1","Oui",34178.6666666667,30390,"",31850,"1"
"1789582833222250",36352,"Homme",2017,"SE-app","Oui","1","Non",36352,NA,"",NA,"1"
"1789582885128400",35604,"Homme",2017,"GBA","Oui","1","Oui",37696,NA,"",NA,"1"
"1789582890113650",32733,"Homme",2019,"MSI-app","Oui","1","Oui",35066.6666666667,NA,"",NA,"1"
"1789582994412320",33100,"Homme",2019,"MI","Oui","1","",34600,NA,"",NA,"1"
"1789582999876920",32400,"Homme",2019,"MAT","Oui","1","Non",35066.6666666667,23000,"",23000,"1"
"1789583003245020",33600,"Homme",2020,"MI","Oui","1","Non",33600,NA,"",NA,"1"
"1789583052871370",34668,"Homme",2019,"IG","Oui","1","Oui",36168,NA,"",NA,"1"
"1789638170068160",36500,"Homme",2020,"IG","Oui","1","",36250,29999.6666666667,"Non",29999.6666666667,"1"
"1789743836670460",44333.3333333333,"Homme",2020,"IG","Oui","1","Non",44333.3333333333,NA,"",NA,"1"
"1789743839991670",35633.3333333333,"Homme",2019,"SE-app","Oui","1","Oui",46400,NA,"",NA,"1"
"1789743995690810",49500,"Homme",2019,"MSI-app","Oui","1","Non",51000,NA,"",NA,"1"
"1789751529102610",34333.3333333333,"Homme",2020,"MEA","Non","Autre","Oui",35500,NA,"",NA,"Autre"
"1789798905274890",37669.3333333333,"Homme",2019,"MEA","Non","25","Non",37669.3333333333,NA,"",NA,"25"
"1793739986286080",29150,"Homme",2018,"GBA","Oui","1","Oui",33750,24000,"Non",24000,"1"
"1793740587773320",36000,"Femme",2017,"GBA","Oui","1","",40000,35000,"",35680,"1"
"1793744501318270",35000,"Homme",2019,"MEA","Oui","1","Oui",43000,NA,"",NA,"1"
"1793744655723610",35500,"Homme",2017,"IG","Oui","1","Oui",36000,34500,"",35500,"1"
"1793746565145920",27250,"Homme",2021,"STE","Oui","1","Oui",28500,NA,"",NA,"1"
"1793784660602810",40000,"Homme",2017,"MAT","Oui","1","",40000,18000,"Oui",27000,"1"
"1793784758875840",40000,"Homme",2020,"MSI-app","Oui","1","",40000,NA,"",NA,"1"
"1793784759342420",40800,"Homme",2021,"EGC-app","Oui","1","Oui",45850,NA,"",NA,"1"
"1793784763902670",18643.5,"Homme",2017,"STE","Oui","1","Non",21625.5,18275,"",22083,"1"
"1793784768342890",31000,"Homme",2018,"IG","Oui","1","Oui",32000,NA,"",NA,"1"
"1793784815517690",31900,"Homme",2021,"MSI-app","Oui","1","",36000,NA,"",NA,"1"
"1793786662071540",34000,"Homme",2018,"MAT","Oui","1","Oui",36500,NA,"",NA,"1"
"1793786712145760",58714.5,"Homme",2018,"IG","Oui","1","Non",58714.5,NA,"",NA,"1"
"1793786767761630",32333.3333333333,"Homme",2020,"MI","Oui","1","Oui",33500,NA,"",NA,"1"
"1793786871988390",20400,"Homme",2017,"IG","Oui","1","Oui",20400,NA,"",NA,"1"
"1793834699802620",31000,"Femme",2018,"STE","Oui","1","Oui",31000,NA,"",NA,"1"
"1793834740766260",36500,"Femme",2019,"GBA","Oui","1","Oui",36500,NA,"",NA,"1"
"1793834940535750",29500,"Femme",2021,"GBA","Oui","1","Oui",32000,28000,"Non",28000,"1"
"1793838194820330",31000,"Femme",2021,"GBA","Oui","1","Non",31000,32000,"Non",32000,"1"
"1793838299424030",29266.6666666667,"Femme",2019,"EGC-app","Oui","1","Oui",34333.3333333333,NA,"",NA,"1"
"1793840299363710",29520,"Femme",2018,"MAT","Oui","1","Oui",29820,NA,"",NA,"1"
"1793840347449300",28650,"Femme",2017,"GBA","Oui","1","Non",30000,25000,"Non",25000,"1"
"1793840353484900",28337.5,"Femme",2020,"STE","Oui","1","Non",29737.5,NA,"",NA,"1"
"1793840354015260",29700,"Femme",2020,"GBA","Oui","1","Non",31200,27000,"",29000,"1"
"1793841749711960",33200,"Homme",2021,"SE-app","Oui","1","Non",34200,NA,"",NA,"1"
"1793841847356030",33000,"Homme",2018,"MAT","Oui","1","Non",33300,NA,"",NA,"1"
"1793841853377000",36833.3333333333,"Homme",2019,"MI","Oui","1","Oui",37166.6666666667,32000,"",32000,"1"
"1793841854828630",38250,"Homme",2018,"MAT","Oui","1","Oui",40250,NA,"",NA,"1"
"1793841897918010",35750,"Homme",2021,"EGC-app","Oui","1","Non",35750,NA,"",NA,"1"
"1793886666618870",31000,"Femme",2021,"GBA","Oui","1","",31000,NA,"",NA,"1"
"1793984795250720",34730,"Femme",2017,"IG","Oui","1","Oui",35675,NA,"",NA,"1"
"1793990186618710",29520,"Femme",2017,"MAT","Oui","1","",29520,17000,"",17000,"1"
"1793990332182890",43152,"Femme",2018,"MAT","Oui","1","",48000,NA,"",NA,"1"
"1793993171979750",48250,"Homme",2018,"IG","Oui","1","Non",48250,NA,"",NA,"1"
"1793993226818980",61500,"Homme",2019,"MSI-app","Oui","1","",75000,16800,"",16800,"1"
"1794034695610840",31000,"Homme",2021,"MEA","Oui","1","Non",31000,NA,"",NA,"1"
"1794038680873930",40000,"Femme",2017,"IG","Oui","1","Oui",40000,NA,"",NA,"1"
"1794041578267320",34000,"Homme",2019,"IG","Oui","1","Oui",36750,34000,"",38000,"1"
"1794043014866040",36750,"Homme",2020,"MEA","Oui","1","Non",38000,NA,"",NA,"1"
"1794096388000370",32998.5,"Homme",2021,"MEA","Oui","1","Non",32998.5,NA,"",NA,"1"
"1794282911392610",26400,"Femme",2019,"GBA","Oui","1","",26400,NA,"",NA,"1"
"1794292862408850",30500,"Femme",2019,"GBA","Oui","1","",30500,NA,"",NA,"1"
"1794332318260460",34166.6666666667,"Homme",2020,"IG","Oui","1","Non",34166.6666666667,14400,"Non",14400,"1"
"1794332416683640",31000,"Femme",2020,"MAT","Oui","1","",31000,NA,"",NA,"1"
"1794332417128940",27250,"Femme",2019,"STE","Oui","1","Oui",27750,28000,"",29000,"1"
"1794332465622220",34800,"Homme",2020,"MEA","Oui","1","Non",34800,NA,"",NA,"1"
"1794332471045900",37870,"Femme",2019,"GBA","Oui","1","Oui",41000,NA,"Oui",NA,"1"
"1794332471046590",38000,"Homme",2021,"SE-app","Oui","1","",38000,NA,"",NA,"1"
"1794332471066140",32166.6666666667,"Femme",2019,"STE","Oui","1","Non",33666.6666666667,28000,"",28000,"1"
"1794332473559360",36000,"Femme",2019,"GBA","Oui","1","Non",36000,32000,"",36000,"1"
"1794332515170520",32500,"Femme",2021,"GBA","Oui","1","Oui",35500,NA,"",NA,"1"
"1794332564639310",28000,"Homme",2017,"MI","Oui","1","Non",28000,26000,"",26000,"1"
"1794332565579100",27775,"Femme",2018,"GBA","Oui","1","Oui",31500,25350,"Oui",29000,"1"
"1794332573510870",38500,"Homme",2021,"MSI-app","Oui","1","Oui",42500,35000,"",35000,"1"
"1794332615589610",30000,"Homme",2020,"IG","Non","25","Oui",32500,NA,"",NA,"25"
"1794381878360180",34000,"Femme",2018,"STE","Oui","1","Oui",35500,NA,"",NA,"1"
"1794385880310960",32500,"Homme",2018,"MAT","Oui","1","Non",42500,NA,"",NA,"1"
"1794484607320230",39000,"Homme",2018,"SE-app","Oui","1","Oui",41000,NA,"",NA,"1"
"1794484708840340",33486,"Homme",2017,"IG","Oui","1","Oui",36275,30120,"",33630,"1"
"1794628360740710",30279.6666666667,"Femme",2020,"GBA","Oui","1","Oui",32816.3333333333,NA,"",NA,"1"
"1794628410378540",35000,"Homme",2020,"MEA","Non","35","Non",35000,NA,"",NA,"35"
"1794635241835900",31600,"Homme",2019,"MEA","Oui","1","Non",31600,NA,"",NA,"1"
"1794635334218640",31000,"Homme",2020,"IG","Non","25","Oui",33000,NA,"",NA,"25"
"1794680911303500",39500,"Homme",2018,"MI","Oui","1","Oui",42800,NA,"",NA,"1"
"1794680914700640",33100,"Homme",2019,"MAT","Oui","1","Oui",33100,35600,"",35600,"1"
"1794680960843710",33000,"Homme",2019,"MI","","1","Oui",36250,32000,"",34500,"1"
"1794681459593540",29220,"Femme",2017,"GBA","Oui","1","Oui",30600,22500,"",22500,"1"
"1794681503344440",32790,"Femme",2018,"GBA","Oui","1","Oui",36610,26000,"",28000,"1"
"1794775501410280",35000,"Homme",2021,"MEA","Oui","1","Non",36000,31200,"",31200,"1"
"1794775548397760",33200,"Homme",2021,"MSI-app","Oui","1","Oui",35960,NA,"",NA,"1"
"1794775550865920",41856,"Homme",2021,"SE-app","Oui","1","Oui",52500,25000,"",32000,"1"
"1794775550866700",31000,"Homme",2019,"SE-app","Oui","1","Oui",31666.6666666667,NA,"",NA,"1"
"1794775598358830",30000,"Homme",2019,"MAT","Oui","1","",30000,NA,"",NA,"1"
"1794775599416140",37750,"Homme",2018,"MSI-app","Oui","1","Oui",38750,36000,"Oui",38500,"1"
"1794775651335950",34666.6666666667,"Homme",2019,"SE-app","Oui","1","Oui",36666.6666666667,32500,"",33000,"1"
"1794779420163700",28974,"Femme",2019,"STE","Oui","1","Non",30574,24000,"",24000,"1"
"1794779466711940",38000,"Homme",2019,"MSI-app","Oui","1","Non",38000,38000,"",40000,"1"
"1794779467201750",28600,"Femme",2019,"GBA","Oui","1","",29600,19500,"Non",19500,"1"
"1794779475018530",28000,"Femme",2017,"STE","Oui","1","Oui",30000,26400,"",27000,"1"
"1794779522608880",40000,"Femme",2018,"MAT","Oui","1","Oui",40000,NA,"",NA,"1"
"1794828417351500",30800,"Homme",2020,"STE","Oui","1","Oui",33200,NA,"",NA,"1"
"1794970940624460",62666.6666666667,"Homme",2019,"MSI-app","Oui","1","Non",71000,NA,"",NA,"1"
"1798487175823210",37000,"Homme",2018,"MI","Oui","1","Oui",41500,NA,"",NA,"1"
"1798487221614730",36500,"Homme",2017,"MEA","Oui","1","Oui",36500,NA,"",NA,"1"
"1798487221646170",32266.6666666667,"Homme",2020,"STE","Oui","1","Oui",33460.3333333333,NA,"",NA,"1"
"1798487266197670",41500,"Homme",2019,"IG","Oui","1","Oui",43000,NA,"",NA,"1"
"1798487267951360",28000,"Homme",2019,"MEA","Oui","1","Oui",30833.3333333333,NA,"",NA,"1"
"1798487275128440",29640,"Homme",2017,"IG","Oui","1","Non",29640,NA,"",NA,"1"
"1798487317038550",31000,"Homme",2017,"IG","Non","25","Non",32500,NA,"",NA,"25"
"1798527231366880",39250,"Homme",2020,"EGC-app","Oui","1","Oui",44950,40000,"",45000,"1"
"1798527272251430",32500,"Homme",2020,"STE","Oui","1","Oui",32500,NA,"",NA,"1"
"1798529029776330",37750,"Homme",2017,"MSI-app","Oui","1","",37750,NA,"",NA,"1"
"1798575275795750",43000,"Femme",2018,"GBA","Oui","1","Oui",48000,39500,"Non",39500,"1"
"1798711447134060",24612,"Femme",2017,"STE","Oui","1","Non",24612,NA,"",NA,"1"
"1798751286695650",24658.5,"Femme",2020,"GBA","Oui","1","Non",24658.5,22800,"",22800,"1"
"1798760132002820",32000,"Homme",2017,"MEA","Oui","1","Non",32000,32000,"",32000,"1"
"1798760182039930",34500,"Homme",2021,"MAT","Oui","1","Oui",35500,NA,"",NA,"1"
"1798760221846800",31466.6666666667,"Homme",2020,"STE","Oui","1","Oui",31800,NA,"",NA,"1"
"1798760225448130",26450,"Homme",2018,"GBA","Oui","1","Oui",31640,NA,"",NA,"1"
"1798760227709390",35200,"Homme",2018,"STE","Oui","1","Oui",39700,NA,"",NA,"1"
"1798760313495600",47000,"Homme",2021,"MI","Oui","1","",55000,NA,"",NA,"1"
"1798761075835810",33950,"Femme",2021,"GBA","Oui","1","Non",37250,32500,"",32500,"1"
"1798761120459530",25847,"Femme",2017,"GBA","Oui","1","",25847,NA,"",NA,"1"
"1798885210343910",39000,"Femme",2020,"GBA","Oui","1","",40000,NA,"",NA,"1"
"1798887043449080",32000,"Homme",2020,"MI","Oui","1","",34430,31750,"Non",31750,"1"
"1798891452565580",28800,"Femme",2021,"GBA","Oui","1","Oui",29900,NA,"",NA,"1"
"1798974154596700",28868,"Femme",2021,"GBA","Oui","1","Oui",32000,NA,"",NA,"1"
"1799018776137710",29500,"Femme",2021,"GBA","Oui","1","",32000,NA,"",NA,"1"
"1799024859296950",32666.6666666667,"Homme",2019,"MEA","Non","25","Non",34000,NA,"",NA,"25"
"1799286166831190",34150,"Homme",2019,"EGC-app","Oui","1","Oui",55000,NA,"",NA,"1"
"1799416649983310",38666.6666666667,"Homme",2020,"EGC-app","Oui","1","Oui",42333.3333333333,NA,"",NA,"1"
"1799416697934880",32880,"Homme",2021,"EGC-app","Oui","1","",35000,NA,"",NA,"1"
"1802845972740320",31250,"Homme",2019,"MI","Oui","1","Oui",33250,32500,"",35000,"1"
"1802846057005370",32400,"Homme",2021,"IG","Oui","1","Oui",33600,NA,"",NA,"1"
"1802846090696890",37600,"Homme",2019,"MAT","Oui","1","",40750,NA,"",NA,"1"
"1806657444524820",22825,"Homme",2018,"GBA","Non","Autre","Non",23500,24000,"Non",24000,"Autre"
"1806661953120000",36333.3333333333,"Femme",2019,"GBA","Oui","1","Oui",39333.3333333333,NA,"",NA,"1"
"1806734045417840",26000,"Homme",2017,"STE","Oui","1","",26000,21000,"",21500,"1"
"1810641383272840",34800,"Homme",2019,"STE","Oui","1","Oui",52200,NA,"",NA,"1"
"1810646142455800",31772,"Homme",2019,"IG","Non","35","Oui",33503,NA,"",NA,"35"
"1813537651258260",36000,"Homme",2021,"IG","Oui","1","Non",36000,NA,"",NA,"1"
"1813820751836070",32500,"Homme",2017,"MAT","Oui","1","Oui",34000,NA,"",NA,"1"
"1814011059426950",34333.3333333333,"Homme",2019,"SE-app","Oui","1","Non",34333.3333333333,NA,"",NA,"1"
"1816933895100800",36750,"Homme",2021,"MAT","Non","Autre","Oui",38400,34000,"Oui",35000,"Autre"
"1817047783382280",41000,"Homme",2021,"EGC-app","Oui","1","Non",42000,NA,"",NA,"1"
"1819583510851160",39800,"Homme",2019,"MEA","Oui","1","Oui",42000,NA,"",NA,"1"
"1822549917121160",30000,"Homme",2017,"MAT","Oui","1","Oui",33500,NA,"",NA,"1"
"1827085733230460",24000,"Femme",2021,"IG","Non","Autre","Oui",26000,NA,"",NA,"Autre"
"1857534014208740",34000,"Femme",2020,"GBA","Oui","1","",37000,NA,"",NA,"1"
"1857534014892390",38000,"Femme",2020,"MI","Oui","1","",41000,NA,"",NA,"1"
"1857617044266120",32000,"Homme",2020,"STE","Oui","1","",32479,NA,"",NA,"1"
"1858522590312930",30387.5,"Homme",2018,"IG","Oui","1","Non",36027.5,NA,"",NA,"1"
"1867187702191360",38000,"Homme",2017,"EGC-app","Oui","1","",38000,NA,"",NA,"1"
"1867188646284860",27866.6666666667,"Femme",2019,"STE","Oui","1","Oui",30666.6666666667,NA,"",NA,"1"
"1867472484797130",32000,"Homme",2020,"MAT","Oui","1","Non",32000,31000,"",31000,"1"
"1867641142480330",32750,"Homme",2018,"IG","Oui","1","Non",32750,NA,"",NA,"1"
"1867772697737120",48000,"Femme",2019,"GBA","Oui","1","",58000,NA,"",NA,"1"
"1867911690863990",35500,"Femme",2019,"IG","Oui","1","Non",35500,NA,"",NA,"1"
"1867918358786770",51000,"Homme",2018,"MAT","Oui","1","Oui",55500,NA,"",NA,"1"
"1868183009217370",36000,"Homme",2019,"IG","Oui","1","",36000,NA,"",NA,"1"
"1868183045269240",30500,"Homme",2019,"STE","Oui","1","",30500,NA,"",NA,"1"
"1868316565632230",30250,"Homme",2021,"EGC-app","Oui","1","Oui",35600,NA,"",NA,"1"
"1868316566164700",36000,"Homme",2020,"IG","Oui","1","Oui",36550,NA,"",NA,"1"
"1868316575619130",32000,"Homme",2019,"MEA","Oui","1","Non",32500,NA,"",NA,"1"
"1868316576166920",33750,"Homme",2021,"MEA","Oui","1","Oui",34750,NA,"",NA,"1"
"1868381320692510",30000,"Femme",2017,"GBA","Non","Autre","",30000,26000,"",26000,"Autre"
"1868453232963220",35800,"Femme",2018,"SE-app","Oui","1","Oui",38500,NA,"",NA,"1"
"1868542954030230",24986.6666666667,"Femme",2019,"STE","Oui","1","Oui",25566.6666666667,NA,"",NA,"1"
"1868549207620240",29000,"Homme",2021,"MAT","Oui","1","Non",29000,NA,"",NA,"1"
"1875264848686010",39900,"Femme",2019,"GBA","Oui","1","Oui",41400,NA,"",NA,"1"
"1875264863971130",28200,"Femme",2019,"GBA","Oui","1","Non",31500,NA,"",NA,"1"
"1875268686762320",36772.5,"Femme",2019,"IG","Non","25","Oui",39837.5,NA,"",NA,"25"
"1875270214196200",31500,"Homme",2020,"STE","Oui","1","Oui",32000,NA,"",NA,"1"
"1875338208591610",31750,"Homme",2020,"MEA","Oui","1","Oui",33000,NA,"",NA,"1"
"1875368405378050",29040,"Femme",2020,"GBA","Oui","1","Non",29040,NA,"",NA,"1"
"1875495945591220",30828,"Femme",2021,"GBA","Oui","1","Non",30828,NA,"",NA,"1"
"1875570063107940",31730.5,"Femme",2020,"GBA","Oui","1","",34400,NA,"",NA,"1"
"1875976728047100",31000,"Homme",2021,"MI","Oui","1","Non",31500,32000,"Oui",33500,"1"
"1875976728497210",40000,"Homme",2019,"IG","Oui","1","Oui",45250,NA,"",NA,"1"
"1875976736425980",37000,"Homme",2021,"MI","Oui","1","Oui",40000,NA,"",NA,"1"
"1876018957403790",40000,"Homme",2017,"IG","Oui","1","Non",43000,NA,"",NA,"1"
"1876019048010090",35900,"Homme",2019,"MEA","Oui","1","Oui",42500,NA,"",NA,"1"
"1876166559014830",22980,"Femme",2019,"MAT","Oui","1","Oui",25852,35500,"",35500,"1"
"1876241676867480",36000,"Homme",2017,"STE","Oui","1","Non",36000,36000,"Non",36000,"1"
"1876330727903050",28700,"Homme",2021,"MEA","Oui","1","Oui",29550,NA,"",NA,"1"
"1876391546313510",35000,"Homme",2019,"MAT","Oui","1","Non",35000,33000,"",33000,"1"
"1876394537750010",37500,"Homme",2021,"MEA","Non","8","Non",37500,NA,"",NA,"8"
"1876551296220380",37866.6666666667,"Homme",2020,"MEA","Oui","1","Non",38466.6666666667,NA,"",NA,"1"
"1876615329620930",30000,"Femme",2017,"GBA","Oui","1","Oui",33000,NA,"",NA,"1"
"1876621281945100",38000,"Homme",2021,"STE","Oui","1","",38000,NA,"",NA,"1"
"1876703080525810",96000,"Homme",2018,"IG","Oui","1","",96000,38000,"Non",38000,"1"
"1877069833744240",32250,"Homme",2017,"MEA","Non","Autre","Non",33250,NA,"",NA,"Autre"
"1882325974805300",38500,"Homme",2019,"IG","Non","25","Oui",42666.6666666667,NA,"",NA,"25"
"1882331845956370",30973.6666666667,"Homme",2020,"SE-app","Oui","1","Non",32212,NA,"",NA,"1"
"1882331859661130",28000,"Homme",2020,"IG","Oui","1","Oui",38000,32000,"",40000,"1"
"1882333144986470",33230,"Femme",2020,"MI","Oui","1","",36500,18945.5,"Oui",19255.5,"1"
"1882335760456850",40000,"Homme",2021,"IG","Oui","1","Oui",46500,35000,"",50000,"1"
"1882337736145760",41500,"Femme",2020,"GBA","Oui","1","Non",42500,NA,"",NA,"1"
"1882337743896270",37000,"Femme",2018,"GBA","Oui","1","Non",37000,NA,"Non",NA,"1"
"1882421155704700",31800,"Homme",2019,"STE","Oui","1","Oui",36000,31200,"",35600,"1"
"1882454961231850",20950,"Homme",2018,"MEA","Non","8","Oui",24000,NA,"",NA,"8"
"1882462128942360",33852.6666666667,"Femme",2019,"GBA","Oui","1","Non",33852.6666666667,25755.3333333333,"Non",25755.3333333333,"1"
"1882522578241470",37000,"Homme",2020,"IG","Non","8","",38000,NA,"",NA,"8"
"1882874480356570",43573,"Homme",2020,"SE-app","Oui","1","Oui",48666.6666666667,36000,"Non",36000,"1"
"1882874485832450",30000,"Homme",2020,"GBA","Oui","1","Oui",35000,31000,"",40000,"1"
"1882916933541120",33000,"Homme",2018,"MI","Oui","1","",36000,NA,"",NA,"1"
"1882921164844020",36000,"Homme",2020,"EGC-app","Oui","1","",48000,NA,"",NA,"1"
"1883100972244180",32500,"Homme",2021,"MEA","Oui","1","Non",32500,NA,"",NA,"1"
"1883173612006570",36500,"Homme",2020,"SE-app","Oui","1","Non",40500,NA,"",NA,"1"
"1883558371725110",37425,"Homme",2020,"MEA","Oui","1","Oui",40500,NA,"",NA,"1"
"1883678675918150",30000,"Homme",2020,"MI","Oui","1","",37650,NA,"",NA,"1"
"1888404796843130",27400,"Femme",2019,"STE","Oui","1","Oui",28900,28200,"",32500,"1"
"1888410724575580",29400,"Homme",2021,"IG","Oui","1","Oui",33000,NA,"",NA,"1"
"1888462074344500",28560,"Homme",2019,"MAT","Oui","1","Oui",28656.6666666667,NA,"",NA,"1"
"1888516386797580",38000,"Femme",2019,"MI","Oui","1","",40000,NA,"",NA,"1"
"1888522643587690",31000,"Homme",2021,"MEA","Oui","1","",36000,NA,"",NA,"1"
"1888636169617940",30000,"Homme",2017,"IG","Oui","1","Non",30000,30000,"",30000,"1"
"1888692297779480",37000,"Homme",2021,"MI","Oui","1","",37000,32400,"Non",32400,"1"
"1888692414711220",25890,"Homme",2020,"GBA","Oui","1","",27015,NA,"",NA,"1"
"1888769130898010",37158,"Femme",2021,"GBA","Oui","1","Non",37158,38400,"",42400,"1"
"1889078511389260",24333.3333333333,"Homme",2019,"MI","Oui","1","Non",24333.3333333333,NA,"",NA,"1"
"1889138750641930",33500,"Homme",2019,"MEA","Oui","1","Oui",34750,33000,"",33000,"1"
"1889138756991850",57000,"Homme",2018,"MEA","Oui","1","Oui",63000,NA,"",NA,"1"
"1889138784326700",35000,"Homme",2018,"MI","Oui","1","Oui",38000,34250,"Non",34250,"1"
"1889201167052750",38500,"Homme",2018,"IG","Non","35","",38500,NA,"",NA,"35"
"1889312886573050",37000,"Homme",2020,"MEA","Oui","1","",39000,33000,"",34000,"1"
"1889471531298430",37669.3333333333,"Homme",2019,"SE-app","Oui","1","Non",38669.3333333333,NA,"",NA,"1"
"1889471542205030",36666.6666666667,"Homme",2020,"IG","Oui","1","Non",37666.6666666667,36750,"",38000,"1"
"1889477070705420",39000,"Homme",2019,"GBA","Oui","1","Oui",42166.6666666667,37000,"",42000,"1"
"1889477630529810",28500,"Homme",2018,"MEA","Oui","1","Oui",30500,NA,"",NA,"1"
"1889798491780700",37333.3333333333,"Homme",2019,"SE-app","Oui","1","Non",37333.3333333333,NA,"",NA,"1"
"1889798503259340",26400,"Homme",2019,"STE","Oui","1","Oui",27588,NA,"",NA,"1"
"1893808520575880",49200,"Homme",2021,"MAT","Oui","1","",49200,NA,"",NA,"1"
"1894332194288450",32466.6666666667,"Homme",2019,"MEA","Oui","1","Oui",32866.6666666667,NA,"",NA,"1"
"1894680637258410",34750,"Homme",2021,"MEA","Oui","1","Non",34750,32000,"",32000,"1"
"1894680652132240",37834,"Homme",2019,"EGC-app","Oui","1","Non",39167.3333333333,NA,"",NA,"1"
"1894779226711440",44000,"Homme",2019,"MAT","Non","Autre","Non",45000,NA,"",NA,"Autre"
"1898486978428020",30000,"Homme",2017,"IG","Oui","1","Oui",31125,30000,"",31650,"1"
"1898618547629560",27300,"Femme",2018,"GBA","Oui","1","Oui",28200,NA,"",NA,"1"
"1899261164658950",32000,"Homme",2019,"MAT","Oui","1","Non",32000,31500,"Non",31500,"1"
"1899261168591870",37200,"Homme",2020,"SE-app","Oui","1","Oui",50000,37200,"",53000,"1"
"1899261178132260",23754,"Homme",2020,"MI","Oui","1","Oui",24924,NA,"",NA,"1"
"1902847412238600",31000,"Femme",2019,"MEA","Oui","1","Oui",31000,32000,"",32000,"1"
"1903737113808890",35000.3333333333,"Homme",2019,"IG","Non","Autre","Non",36000.3333333333,NA,"",NA,"Autre"
"1906657240786900",36000,"Homme",2018,"EGC-app","Oui","1","",40000,NA,"",NA,"1"
"1906660969671130",39000,"Femme",2020,"GBA","Oui","1","",39000,39000,"",39000,"1"
"1968316584194070",20820,"Homme",2019,"STE","Oui","1","Oui",26688,NA,"",NA,"1"
"1976052134751140",60000,"Homme",2020,"MEA","Oui","1","",65000,NA,"",NA,"1"
"1982680792592360",33900,"Homme",2021,"GBA","Oui","1","Non",33900,NA,"",NA,"1"
"1982874439967810",32325,"Homme",2021,"SE-app","Oui","1","Oui",34750,NA,"",NA,"1"
"1988410468693410",38000,"Homme",2020,"MSI-app","Oui","1","",65000,NA,"",NA,"1"
"1993784667149160",34250,"Homme",2019,"MEA","Oui","1","Non",34500,32000,"Non",32000,"1"
"1994332188505840",29150,"Femme",2020,"MAT","Oui","1","Oui",30300,NA,"",NA,"1"
